comment_id,platform,source_name,comment_text,date,likesCount,video_id,video_url,restaurant
7585476651383784212,tiktok,NARJISS 💫,هاذي باش نضحكو اما الحقيقة هي العكس,2026-01-24T11:30:48.617470,32,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585537021001859842,tiktok,Point à la ligne.,ما كانش منها صاحب هدا المنشور عمرو ما راح للخارج,2026-01-24T11:30:48.617471,0,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585491024287236886,tiktok,Lilou001331,cest totalement faux,2026-01-24T11:30:48.617494,47,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585682325792572167,tiktok,َLeila 💚❤️,😂😂😂😂😂 و يا على 15 ميل,2026-01-24T11:30:48.617497,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585738646034449160,tiktok,🇩🇿 NAYA 💎 YENIE 🇩🇿,قهوي يا جدكم,2026-01-24T11:30:48.617500,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585523638145975048,tiktok,🇲🇽亗『TONY SOSA』亗🇲🇽,cest tout a fait le contraire,2026-01-24T11:30:48.617501,6,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585414602520822529,tiktok,samou dz🇩🇿🇩🇿💪💪,un vrai con😞,2026-01-24T11:30:48.617503,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585572367474098951,tiktok,Gâteux Les chants De miel,عادي انا وراجلي نهار عليا نهار عليه ربي يحفظهولي💞,2026-01-24T11:30:48.617505,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585543400289846036,tiktok,Queen Lina 👑,مكاش منها العكس وي 👌,2026-01-24T11:30:48.617506,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585527509951070998,tiktok,sihemjazayri,أبدا الرجل الجزائري من الكرماء 💕,2026-01-24T11:30:48.617507,3,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7586796201334833940,tiktok,X-Gaming,لالا والله يزيد يدي الصرف 😂,2026-01-24T11:30:48.989996,1,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585565499217609493,tiktok,Dr.SâRâh..ⵣ🇩🇿,جيل التسعينات لا ، لكن الألفينات ممكن 🤣,2026-01-24T11:30:48.990019,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7586009397495956242,tiktok,Reda Reda,هذا دليل أنك عمرك ما سافرت ما شفت الغربة,2026-01-24T11:30:49.698032,0,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585443333838455553,tiktok,Ⓖⓔⓤⓛⓜⓘⓨⓐ,كاين صح حيروني ل قالو مكانش منها 🤣🤣🤣,2026-01-24T11:30:49.698042,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7586021497223856918,tiktok,Nass 0126260126,C plutôt le contraire et c même certains,2026-01-24T11:30:49.698048,6,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585548417172439824,tiktok,",,,,,,,,,,",hhh jamie,2026-01-24T11:30:49.698050,0,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7586418394905232135,tiktok,Sara Siso,😅😅😅😅😅يديرها حق وياربي,2026-01-24T11:30:49.698051,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585478241181057800,tiktok,Lily🌸,هادشي كامل معكوس 👌,2026-01-24T11:30:49.698053,10,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585712828976268033,tiktok,Zaouiya Meniaaya,المنيعي بالتحديد,2026-01-24T11:30:49.698057,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585410190985397000,tiktok,Jiji la,C pas vrais 😂,2026-01-24T11:30:49.698058,32,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585513075294831381,tiktok,𝓑𝓲𝓵𝓶𝓸𝓽 🪽,😞💔 عشت الشعور,2026-01-24T11:30:49.698060,3,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7586015821345063711,tiktok,Mohamed,المقطع مضحك لا غير الحقيقة. خلف الكواليس هو العكس تماماً ياصديقي,2026-01-24T11:30:49.698062,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7586313137754899208,tiktok,Kamel Zaid,C’est bien le contraire,2026-01-24T11:30:49.698063,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585522882088862482,tiktok,.........,اول اسبوع زواج واول خرجة لنا رحنا للمطعم طلبت وهو طلب حاجة وحدة وكلينا مع بعض من بعد قالوا الصحن هذا بقداه قالو 20 الف حطهالي وخرج قالي لطلبتيه كامل خلصيه خرج وخلاني وحدي ولما رحت بأه نخلص فتشت عليه بعيني مالقيتوش عيطتلوا بالهاتف ماردش وليت سلكت انا ثم فجأة نشوف فيه قطع الطريق وخرجلي علما اني في ولاية برانية ما نعرف الدخلة ولا الخرجة منين,2026-01-24T11:30:49.723578,0,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585498600143225616,tiktok,Mishou,الواقع المعاش,2026-01-24T11:30:49.723590,0,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585507460191421205,tiktok,Mira,ماكاش منها. جامي صراتلي,2026-01-24T11:30:50.343051,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585596433531077394,tiktok,ME31,و لي راجل راجل✅️✅️✅️✅️🇩🇿🫰,2026-01-24T11:30:50.343062,10,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585460968437629704,tiktok,𝔉αяα𝔰нα🧚🏻‍♀️🇩🇿,العكس تماما,2026-01-24T11:30:50.343064,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585540423873331990,tiktok,Hanane At,C’est l’inverse 😂,2026-01-24T11:30:50.343068,6,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585481735740801799,tiktok,AHL€M,الحقيقة ماراهش يتمسخر,2026-01-24T11:30:50.343069,6,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
